pos,cov,cov_roll
34,0.047619047619047616,
35,0.047619047619047616,
36,0.047619047619047616,
37,0.047619047619047616,
38,0.05102040816326531,
39,0.05102040816326531,
40,0.05714285714285714,
41,0.05714285714285714,
42,0.05714285714285714,
43,0.05714285714285714,
44,0.05714285714285714,
45,0.05714285714285714,
46,0.06703296703296703,
47,0.06703296703296703,
48,0.06907378335949765,
49,0.07417582417582418,
50,0.1320861678004535,
51,0.13718820861678005,
52,0.13718820861678005,
53,0.13718820861678005,
54,0.13718820861678005,
55,0.13718820861678005,
56,0.14229024943310659,
57,0.14229024943310659,
58,0.17346938775510204,
59,0.17346938775510204,
60,0.17346938775510204,
61,0.17346938775510204,
62,0.17346938775510204,
63,0.17346938775510204,0.07162480376766092
64,0.2,0.10313099598813885
65,0.2,0.13463718820861678
66,0.2,0.13718820861678005
67,0.2,0.13718820861678005
68,0.2,0.13718820861678005
69,0.2,0.13718820861678005
70,0.2,0.13973922902494332
71,0.2,0.14229024943310659
72,0.2,0.15787981859410433
73,0.2,0.17346938775510204
74,0.2,0.17346938775510204
75,0.2653061224489796,0.17346938775510204
76,0.2653061224489796,0.17346938775510204
77,0.2653061224489796,0.17346938775510204
78,0.2653061224489796,0.18673469387755104
79,0.2653061224489796,0.2
80,0.2653061224489796,0.2
81,0.2653061224489796,0.2
82,0.2653061224489796,0.2
83,0.2653061224489796,0.2
84,0.2653061224489796,0.2
85,0.2653061224489796,0.2
86,0.2653061224489796,0.2
87,0.2653061224489796,0.2
88,0.2653061224489796,0.2
89,0.2755102040816326,0.2326530612244898
90,0.2857142857142857,0.2653061224489796
91,0.29591836734693877,0.2653061224489796
92,0.29591836734693877,0.2653061224489796
93,0.29591836734693877,0.2653061224489796
94,0.29591836734693877,0.2653061224489796
95,0.30612244897959184,0.2653061224489796
96,0.30612244897959184,0.2653061224489796
97,0.30612244897959184,0.2653061224489796
98,0.30612244897959184,0.2653061224489796
99,0.30612244897959184,0.2653061224489796
100,0.30612244897959184,0.2653061224489796
101,0.30612244897959184,0.2653061224489796
102,0.30612244897959184,0.2653061224489796
103,0.30612244897959184,0.27040816326530615
104,0.30612244897959184,0.28061224489795916
105,0.3333333333333333,0.29081632653061223
106,0.3333333333333333,0.29591836734693877
107,0.3333333333333333,0.29591836734693877
108,0.35714285714285715,0.29591836734693877
109,0.37755102040816324,0.3010204081632653
110,0.37755102040816324,0.30612244897959184
111,0.3877551020408163,0.30612244897959184
112,0.3979591836734694,0.30612244897959184
113,0.3979591836734694,0.30612244897959184
114,0.42857142857142855,0.30612244897959184
115,0.42857142857142855,0.30612244897959184
116,0.42857142857142855,0.30612244897959184
117,0.4857142857142857,0.30612244897959184
118,0.4857142857142857,0.30612244897959184
119,0.4857142857142857,0.3197278911564626
120,0.4857142857142857,0.3333333333333333
121,0.5428571428571428,0.3333333333333333
122,0.5428571428571428,0.34523809523809523
123,0.5571428571428572,0.36734693877551017
124,0.5571428571428572,0.37755102040816324
125,0.6,0.3826530612244898
126,0.6,0.39285714285714285
127,0.6666666666666666,0.3979591836734694
128,0.6666666666666666,0.41326530612244894
129,0.6666666666666666,0.42857142857142855
130,0.6666666666666666,0.42857142857142855
131,0.6666666666666666,0.45714285714285713
132,0.6666666666666666,0.4857142857142857
133,0.6666666666666666,0.4857142857142857
134,0.6666666666666666,0.4857142857142857
135,0.6666666666666666,0.5142857142857142
136,0.673469387755102,0.5428571428571428
137,0.673469387755102,0.55
138,0.673469387755102,0.5571428571428572
139,0.7142857142857143,0.5785714285714285
140,0.7142857142857143,0.6
141,0.7142857142857143,0.6333333333333333
142,0.7244897959183674,0.6666666666666666
143,0.7333333333333333,0.6666666666666666
144,0.7333333333333333,0.6666666666666666
145,0.7333333333333333,0.6666666666666666
146,0.7333333333333333,0.6666666666666666
147,0.7333333333333333,0.6666666666666666
148,0.7333333333333333,0.6666666666666666
149,0.7619047619047619,0.6666666666666666
150,0.7619047619047619,0.6700680272108843
151,0.7619047619047619,0.673469387755102
152,0.7619047619047619,0.673469387755102
153,0.7619047619047619,0.6938775510204082
154,0.8095238095238095,0.7142857142857143
155,0.8095238095238095,0.7142857142857143
156,0.8095238095238095,0.7193877551020409
157,0.8095238095238095,0.7289115646258504
158,0.8095238095238095,0.7333333333333333
159,0.8095238095238095,0.7333333333333333
160,0.8095238095238095,0.7333333333333333
161,0.8095238095238095,0.7333333333333333
162,0.8095238095238095,0.7333333333333333
163,0.8095238095238095,0.7476190476190476
164,0.9047619047619048,0.7619047619047619
165,0.9047619047619048,0.7619047619047619
166,0.9047619047619048,0.7619047619047619
167,0.9047619047619048,0.7619047619047619
168,0.9047619047619048,0.7857142857142857
169,0.9047619047619048,0.8095238095238095
170,0.9047619047619048,0.8095238095238095
171,1.0408163265306123,0.8095238095238095
172,1.0408163265306123,0.8095238095238095
173,1.0510204081632653,0.8095238095238095
174,1.0510204081632653,0.8095238095238095
175,1.0510204081632653,0.8095238095238095
176,1.0510204081632653,0.8095238095238095
177,1.0510204081632653,0.8095238095238095
178,1.0816326530612246,0.8571428571428572
179,1.0816326530612246,0.9047619047619048
180,1.0714285714285714,0.9047619047619048
181,1.0714285714285714,0.9047619047619048
182,1.1326530612244898,0.9047619047619048
183,1.1326530612244898,0.9047619047619048
184,1.1326530612244898,0.9047619047619048
185,1.1326530612244898,0.9727891156462585
186,1.1326530612244898,1.0408163265306123
187,1.1224489795918366,1.0459183673469388
188,1.1326530612244898,1.0510204081632653
189,1.1224489795918366,1.0510204081632653
190,1.0952380952380953,1.0510204081632653
191,1.0952380952380953,1.0510204081632653
192,1.0952380952380953,1.0612244897959182
193,1.0952380952380953,1.0714285714285714
194,1.0952380952380953,1.0765306122448979
195,1.0952380952380953,1.0816326530612246
196,1.0952380952380953,1.08843537414966
197,1.0952380952380953,1.0952380952380953
198,1.0952380952380953,1.0952380952380953
199,1.0952380952380953,1.0952380952380953
200,1.0952380952380953,1.0952380952380953
201,1.0,1.0952380952380953
202,1.0,1.0952380952380953
203,1.0,1.0952380952380953
204,1.0,1.0952380952380953
205,1.0,1.0952380952380953
206,1.0,1.0952380952380953
207,1.0,1.0952380952380953
208,1.0,1.0952380952380953
209,1.0,1.0952380952380953
210,1.0,1.0952380952380953
211,1.0,1.0952380952380953
212,1.0769230769230769,1.0952380952380953
213,1.0769230769230769,1.0952380952380953
214,1.0769230769230769,1.0952380952380953
215,1.0,1.0860805860805862
216,1.0,1.0769230769230769
217,1.0,1.0769230769230769
218,1.0,1.0384615384615383
219,1.0,1.0
220,1.0,1.0
221,1.0,1.0
222,1.0769230769230769,1.0
223,1.0769230769230769,1.0
224,1.0769230769230769,1.0
225,1.0769230769230769,1.0
226,1.0769230769230769,1.0
227,1.0769230769230769,1.0
228,1.0769230769230769,1.0
229,1.0769230769230769,1.0
230,1.0769230769230769,1.0
231,1.0769230769230769,1.0
232,1.1538461538461537,1.0
233,1.1538461538461537,1.0384615384615383
234,1.1538461538461537,1.0769230769230769
235,1.1538461538461537,1.0769230769230769
236,1.1538461538461537,1.0769230769230769
237,1.1538461538461537,1.0769230769230769
238,1.1538461538461537,1.0769230769230769
239,1.1538461538461537,1.0769230769230769
240,1.1538461538461537,1.0769230769230769
241,1.1538461538461537,1.0769230769230769
242,1.1538461538461537,1.0769230769230769
243,1.1538461538461537,1.0769230769230769
244,1.1904761904761905,1.0769230769230769
245,1.1428571428571428,1.0769230769230769
246,1.1428571428571428,1.10989010989011
247,1.1428571428571428,1.1428571428571428
248,1.1428571428571428,1.1428571428571428
249,1.1428571428571428,1.1428571428571428
250,1.1428571428571428,1.1428571428571428
251,1.1428571428571428,1.1428571428571428
252,1.1428571428571428,1.1428571428571428
253,1.1428571428571428,1.1428571428571428
254,1.1428571428571428,1.1428571428571428
255,1.1428571428571428,1.1428571428571428
256,1.1428571428571428,1.1428571428571428
257,1.1428571428571428,1.1428571428571428
258,1.619047619047619,1.1428571428571428
259,1.6020408163265305,1.1483516483516483
260,1.6122448979591837,1.1538461538461537
261,1.663265306122449,1.1538461538461537
262,1.6734693877551021,1.1538461538461537
263,1.6734693877551021,1.1538461538461537
264,1.6734693877551021,1.1538461538461537
265,1.663265306122449,1.1538461538461537
266,1.7346938775510203,1.1538461538461537
267,1.7448979591836735,1.1538461538461537
268,1.7040816326530612,1.1538461538461537
269,1.7142857142857142,1.1538461538461537
270,1.7142857142857142,1.1538461538461537
271,1.7142857142857142,1.172161172161172
272,1.7448979591836735,1.3962585034013606
273,1.8265306122448979,1.6071428571428572
274,1.8265306122448979,1.6156462585034013
275,1.7857142857142858,1.641156462585034
276,1.7857142857142858,1.663265306122449
277,1.7959183673469388,1.6683673469387754
278,1.7040816326530612,1.6734693877551021
279,1.7551020408163265,1.6734693877551021
280,1.7448979591836735,1.6887755102040818
281,1.7857142857142858,1.7040816326530612
282,1.8061224489795917,1.7091836734693877
283,1.8265306122448979,1.7142857142857142
284,1.8265306122448979,1.7142857142857142
285,1.846938775510204,1.7244897959183674
286,1.836734693877551,1.739795918367347
287,1.836734693877551,1.7448979591836735
288,1.836734693877551,1.7448979591836735
289,1.816326530612245,1.75
290,1.816326530612245,1.7704081632653061
291,1.816326530612245,1.7857142857142858
292,1.8061224489795917,1.7857142857142858
293,1.836734693877551,1.7908163265306123
294,1.8775510204081634,1.8010204081632653
295,1.8673469387755102,1.8061224489795917
296,1.8775510204081634,1.8112244897959182
297,1.8571428571428572,1.816326530612245
298,1.8265306122448979,1.816326530612245
299,1.816326530612245,1.816326530612245
300,1.816326530612245,1.816326530612245
301,1.8265306122448979,1.8214285714285714
302,1.8265306122448979,1.8265306122448979
303,1.8265306122448979,1.8265306122448979
304,1.836734693877551,1.8265306122448979
305,1.8571428571428572,1.8265306122448979
306,1.8673469387755102,1.8265306122448979
307,1.8571428571428572,1.8265306122448979
308,1.8673469387755102,1.8265306122448979
309,1.8673469387755102,1.8316326530612246
310,1.7959183673469388,1.8316326530612246
311,1.7959183673469388,1.8316326530612246
312,1.7857142857142858,1.8316326530612246
313,1.7857142857142858,1.8316326530612246
314,1.7755102040816326,1.8316326530612246
315,1.816326530612245,1.8265306122448979
316,1.8265306122448979,1.8265306122448979
317,1.8265306122448979,1.8265306122448979
318,1.8265306122448979,1.8265306122448979
319,1.836734693877551,1.8265306122448979
320,1.9081632653061225,1.8265306122448979
321,1.8877551020408163,1.8265306122448979
322,1.9489795918367347,1.8316326530612246
323,1.989795918367347,1.8316326530612246
324,1.989795918367347,1.8316326530612246
325,1.989795918367347,1.8316326530612246
326,1.989795918367347,1.8316326530612246
327,1.989795918367347,1.8316326530612246
328,1.989795918367347,1.836734693877551
329,1.9591836734693877,1.8469387755102042
330,1.9591836734693877,1.8571428571428572
331,1.969387755102041,1.8622448979591837
332,2.0,1.8673469387755102
333,1.989795918367347,1.8673469387755102
334,1.9795918367346939,1.8775510204081631
335,1.9795918367346939,1.8979591836734695
336,1.9795918367346939,1.9285714285714286
337,1.9795918367346939,1.9540816326530612
338,1.969387755102041,1.9591836734693877
339,1.989795918367347,1.9642857142857144
340,1.989795918367347,1.969387755102041
341,2.0510204081632653,1.9744897959183674
342,2.020408163265306,1.9795918367346939
343,1.9183673469387754,1.9795918367346939
344,1.9489795918367347,1.9795918367346939
345,1.9591836734693877,1.9795918367346939
346,1.9591836734693877,1.9795918367346939
347,1.969387755102041,1.9795918367346939
348,2.0,1.9795918367346939
349,2.0,1.9795918367346939
350,1.9387755102040816,1.9795918367346939
351,1.9387755102040816,1.9795918367346939
352,1.9489795918367347,1.9795918367346939
353,1.9591836734693877,1.9795918367346939
354,2.0510204081632653,1.9795918367346939
355,2.0510204081632653,1.9795918367346939
356,2.0510204081632653,1.9795918367346939
357,2.0510204081632653,1.9795918367346939
358,2.061224489795918,1.9795918367346939
359,2.061224489795918,1.9795918367346939
360,2.0408163265306123,1.9846938775510203
361,2.020408163265306,1.989795918367347
362,2.020408163265306,1.989795918367347
363,2.0510204081632653,1.989795918367347
364,2.0714285714285716,1.9948979591836735
365,2.061224489795918,2.0
366,2.13265306122449,2.010204081632653
367,2.1530612244897958,2.020408163265306
368,2.163265306122449,2.020408163265306
369,2.183673469387755,2.0306122448979593
370,2.183673469387755,2.045918367346939
371,2.173469387755102,2.045918367346939
372,2.193877551020408,2.0510204081632653
373,2.183673469387755,2.0510204081632653
374,2.2448979591836733,2.0510204081632653
375,2.2346938775510203,2.0510204081632653
376,2.2448979591836733,2.0561224489795915
377,2.2653061224489797,2.061224489795918
378,2.295918367346939,2.061224489795918
379,2.2653061224489797,2.066326530612245
380,2.2448979591836733,2.1020408163265305
381,2.295918367346939,2.142857142857143
382,2.295918367346939,2.1581632653061225
383,2.2857142857142856,2.1683673469387754
384,2.2755102040816326,2.178571428571429
385,2.2448979591836733,2.183673469387755
386,2.2448979591836733,2.183673469387755
387,2.295918367346939,2.1887755102040813
388,2.2653061224489797,2.2142857142857144
389,2.2551020408163267,2.2397959183673466
390,2.2346938775510203,2.2397959183673466
391,2.2346938775510203,2.2397959183673466
392,2.2448979591836733,2.2448979591836733
393,2.2448979591836733,2.2448979591836733
394,2.2448979591836733,2.2448979591836733
395,2.2448979591836733,2.2448979591836733
396,2.2448979591836733,2.2448979591836733
397,2.2346938775510203,2.2448979591836733
398,2.2448979591836733,2.2448979591836733
399,2.2857142857142856,2.2448979591836733
400,2.316326530612245,2.2448979591836733
401,2.3469387755102042,2.2448979591836733
402,2.3469387755102042,2.2448979591836733
403,2.377551020408163,2.25
404,2.377551020408163,2.2602040816326534
